Primary_Name,Primary_Location,Alt_primary_Names,Original_Name,Pleiades,Region ,Pliny?,X,Y,Z,Geog_certainty,Dependent_upon,Replaced,Replaced_By,Speed_of_Replace,Port_Name,Port_Cert,Attrib_People1,Attrib_People2,Attrib_People3,Prev_People,Prev_Occ ,Occ_Date_U,Occ_Date_L,Occ_Date_Cert,Multi_Location,Multi_Loc_Cert,ML_Date_U,ML_Date_L,ML_Date_Cert,Disp_Sett_U,Disp_Sett_L,Incompl_Urb,Intense_Urb_U ,Intense_Urb_L ,Aband_Date_U,Aband_Date_L,Necrop_Only,Permanent,Destroyed,Destr_Date_U,Destr_Date_L,Post_Urban,GF_Status,Boundary_Known,SA_O,SA_O_EP,SO_O_Cert,SA_O_AL,SA_O_AU,SA_N,SA_N_EP,SA_N_Cert,SA_N_AL,SA_N_AU,SA_Expansion,SA_Exp_Date_U,SA_Exp_Date_L,SA_Exp_Date_Cert,SA_Reduction,SA_Red_Date_U,SA_Red_Date_L,SA_Red_Date_Cert,Defensible_Top,Fort_Survival,Mult_Circuits ,Fort_O_Date_U,Fort_O_Date_L,Fort_O_Date_Cert,Fort_O_Alt_U,Fort_O_Alt_L,Fort_R1_Date_U,Fort_R1_Date_L,Fort_R1_Date_Cert,Fort_R1_Alt_U,Fort_R1_Alt_L,Fort_R2_Date_U,Fort_R2_Date_L,Fort_R2_Date_Cert,Fort_R2_Alt_U,Fort_R2_Alt_L,Fort_R3_Date_U,Fort_R3_Date_L,Fort_R3_Date_Cert,Fort_R3+,Regular_Plan,RP_Date_U,RP_Date_L,RP_Date_Cert,New_Plan,NP_Date_U,NP_Date_L,NP_Date_Cert,Forum_Agora,Assembly_Place,Temple,Theatre,Amphitheatre,Basilica,Bath,Roman_Subj_Date_U,Roman_Subj_Date_L,Col_Type,Colony_Date_U,Colony_Date_L,Legal_Status1,Leg_St1_Date_U,Leg_St1_Date_L,Legal_Status2,Leg_St2_Date_U,Leg_St2_Date_L,Legal_Status3,Leg_St3_Date_U,Leg_St3_Date_L,ROADS,
Serra la Citta,Rivello,Serra Città,N,Y,3,N,15.7670139,40.0733833,476,certain,-,-,-,-,-,-,Lucanian ,-,-,-,A ,-350,-270,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,GF,partial,6.6,P,Medium,5.4,6.6,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,concentric walls,-350,-300,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-350,-270,High,-,-,-,-,-,-,-,-,-,-,-,-326,-272,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Serra Lustrante,Armento,,N,Y,3,N,16.1085611,40.3163306,694,certain,-,-,-,-,-,-,Lucanian ,-,-,-,IAC,-350,-200,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,GF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-326,-272,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Serro dell'Incoronata,Monteverde di Avellino,,N,N,2,N,15.5301111,40.9950194,732,certain,-,-,-,-,-,-,SamHirp,-,-,-,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,Likely,-,-,-,-,NGF,interpreted,3,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Sestinum,Sestino,,Y,Y,6,Y,12.298883,43.710612,460,certain,-,-,-,-,-,-,Roman ,-,Picentine ,Umbrian ,A,-90,400,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,unclear,4,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,Amphi Susp,-,Bath undated,-308,-295,-,-,-,M,-90,-89,-,-,-,-,-,-,FAR,
Setia,Sezze,,Y,Y,1,Y,13.058914,41.498686,319,certain,-,-,-,-,-,-,Latin,-,-,Volscian,-,-500,100,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,11,P,Medium,-,-,15,P,Medium,-,-,High,-200,-100,High,-,-,-,-,elevation,Sections visible,-,-382,-340,Medium,-,-,-150,-100,Medium,-,-,-,-,-,-,-,-,-,-,-,not planned,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,Bas undated,-,-493,-303,PR,-382,-382,M,-90,-89,-,-,-,-,-,-,ON,
Signia,Segni,,Y,Y,1,Y,13.022225,41.691453,672,certain,-,-,-,-,-,-,Latin,-,-,-,BI,-600,500,High,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,PGF,partial,49,P,Medium,39,49,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-525,-450,High,-525,-350,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,not planned,-,-,-,-,-,-,-,Forum suspected,-,Temple 3rdc BC,-,-,-,-,-504,-338,PR,-495,-495,M,-90,-89,-,-,-,-,-,-,FAR,
Silvium ,Gravina in Puglia (Botromagno),"Sidis, Sidion",Y,Y,2,Y,16.3969722,40.8195389,446,certain,-,-,-,-,-,-,Peucetian ,-,-,-,-,-1000,-150,High,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,Medium,-306,-306,Y,GF,partial,140,P,Low,100,140,-,-,-,-,-,High,-400,-300,High,High,-250,-150,High,elevation,Confirmed,-,-325,-300,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,not planned,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-326,-272,-,-,-,MP,-100,0,-,-,-,-,-,-,NEAR,
Sinuessa ,4km N of Mondragone,Sinope,Y,Y,1,Y,13.8457917,41.1555389,4,certain,-,-,-,-,Sinuessa,Good evidence,Roman ,-,-,Auruncan,-,-296,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,partial,15.6,P,Low,15,15.6,-,-,-,-,-,Low,-174,-150,Medium,-,-,-,-,no,Confirmed,-,-296,-250,Unconfirmed,-,-,-174,-150,Medium,-,-,-,-,-,-,-,-,-,-,-,good evidence,-,-,-,-,-,-,-,Forum 2ndc,-,-,-,Amphi undated,-,-,-345,-314,RC,-296,-296,-,-,-,-,-,-,-,-,-,ON,
Sipontum ,"Manfredonia, Siponto",Sipous,Y,Y,2,Y,15.8897665,41.6084823,13,certain,-,Cupola,-,Sudden,Sipontum,suspected,Roman ,-,-,Daunian,-,-194,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,17.2,E,Medium,17.2,20,-,-,-,-,-,-,-,-,-,-,-,-,-,no,Sections visible,-,-194,-175,High,-,-,-27,14,High,-,-,-,-,-,-,-,-,-,-,-,good evidence,-194,-150,High,-,-,-,-,Forum suspected,-,Temple undated,-,Amphi Aug,-,Bath Aug,-326,-272,RC,-194,-194,-,-,-,-,-,-,-,-,-,ON,
Soletum,Soleto,,Y,Y,2,N,18.207212,40.189577,90,certain,-,-,-,-,-,-,Messapian ,-,-,-,-,-700,-200,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,NGF,partial,82,P,Medium,78,82,-,-,-,-,-,Low,-350,-300,Medium,-,-,-,-,no,Confirmed,concentric walls,-350,-300,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,not planned,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-290,-266,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Sora,Sora,,Y,Y,1,Y,13.6148556,41.72265,546,certain,-,-,-,-,-,-,Samnite,-,-,Volscian,BI,-600,500,Medium,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,NGF,partial,71,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,water and elevation combo,Sections visible,-,-303,-290,Low,-600,-400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,partly planned,-,-,-,-,-,-,-,Forum suspected,-,Temple 3rdc BC,-,-,Bas undated,-,-345,-303,LC,-303,-303,M,-90,-89,C,-43,14,-,-,-,NEAR,
Sorrina ,Viterbo,"Surina, Surrina, Surinum",Y,Y,7,N,12.104818,42.417376,347,certain,-,-,-,-,-,-,Etruscan,Faliscan,-,-,-,-600,400,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unclear,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Confirmed,-,-400,-300,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,Temple suspected,-,Amphi Susp,-,Bath undated,-388,-290,-,-,-,M,-90,-89,-,-,-,-,-,-,NEAR,
Spina,Spina,,N,Y,8,N,12.0928778,44.6941806,0,certain,-,-,-,-,Spina,Good evidence,Etruscan,-,-,-,-,-525,-250,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,High,-250,-230,-,GF,interpreted,12,P,Low,-,-,-,-,-,-,-,-,-,-,-,High,-250,0,High,no,Confirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-500,-400,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,-268,-218,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Spoletium,Spoleto,,Y,Y,6,Y,12.7374778,42.7369556,452,certain,-,-,-,-,-,-,Umbrian ,-,-,-,BI,-700,500,High,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,NGF,partial,30,P,Medium,16,30,-,-,-,-,-,-,-,-,-,-,-,-,-,water and elevation combo,Sections visible,-,-240,-220,Unconfirmed,-400,-300,-200,-175,High,-,-,-90,-63,Unconfirmed,-,-,-,-,-,-,confirmed,-,-,-,-,-,-,-,Forum undated,-,TempleT 3rdc BC,Theatre 1stc BC,Amphi 1stc AD,Bas undated,Bath 2ndc AD,-308,-295,LC,-241,-238,M,-90,-89,-,-,-,-,-,-,ON,
Stabiae,Castellammare di Stabia,,Y,Y,1,N,14.5004028,40.7045611,46,certain,-,-,-,-,Stabiae,Good evidence,Samnite,-,-,Unknown,-,-600,79,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,PGF,unclear,6,P,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,slight elevation,Confirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-59,-33,Medium,-,-,-,-,-,-,TempleT 3rdc BC,-,-,-,Bath 1stc AD,-343,-290,-,-,-,HV,-80,-80,-,-,-,-,-,-,ON,
Statonia,Piammiano (Pianmiano),,Y,Y,7,Y,12.26835,42.509942,187,certain,-,-,-,-,Statonia,Good evidence,Etruscan,-,-,-,-,-700,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,interpreted,16,P,Low,-,-,9,P,Low,-,-,-,-,-,-,Low,-100,0,Medium,elevation,Confirmed,-,-325,-300,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-200,-175,High,-,-,-,-,Forum suspected,-,Temple suspected,-,-,-,Bath undated,-393,-280,-,-,-,P,-300,-200,M,-90,-89,-,-,-,FAR,
Stournoi ,Ostuni,"Austranum, Stulni, Sturnium",Y,Y,2,N,17.5786139,40.7338806,218,certain,-,-,-,-,-,-,Messapian ,-,-,-,I,-400,-150,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,NGF,partial,48,P,Medium,45,48,-,-,-,-,-,-,-,-,-,Low,-290,-150,Medium,no,Confirmed,-,-325,-250,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-290,-266,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Suana,Sovana ,,Y,Y,7,Y,11.647039,42.658621,291,certain,-,-,-,-,-,-,Etruscan,-,-,-,BIA,-350,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,interpreted,7,P,Medium,-,-,18,P,Low,8,18,Low,-50,14,Medium,-,-,-,-,elevation,Sections visible,-,-350,-300,Unconfirmed,-300,-200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,Forum suspected,-,Temple 2ndc BC,-,-,-,-,-388,-280,-,-,-,MP,-280,14,-,-,-,-,-,-,FAR,
Suasa,Castelleone di Suasa ,Suasa Senonum,Y,Y,6,Y,12.984093,43.625016,140,certain,-,-,-,-,-,-,Roman ,-,Picentine ,Gallic,-,-250,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unclear,21,P,Low,10,21,-,-,-,-,-,-,-,-,-,-,-,-,-,no,Suspected,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-275,-225,High,-,-,-,-,Forum 1stcAD,-,Temple 2ndc BC,Theatre 1st c AD,Amphi 1stc AD,-,Bath 2ndc AD,-297,-283,-,-,-,HCM,-275,-225,M ,-49,-49,-,-,-,ON,
Suessa Aurunca,Sessa Aurunca,,Y,Y,1,Y,13.930692,41.234601,200,certain,-,-,-,-,-,-,Auruncan,-,-,-,I,-337,200,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,22,P,Low,19.5,35,-,-,-,-,-,Low,-,-,-,-,-,-,-,water and elevation combo,Sections visible,-,-350,-300,Unconfirmed,-,-,-82,-80,Medium,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,Forum undated,-,-,Theatre Aug,Amphi 1stc BC,-,-,-345,-314,LC,-313,-312,M,-90,-89,C,-27,14,-,-,-,ON,
Suessula,Cancello,,Y,Y,1,Y,14.398876,40.990548,30,certain,-,-,-,-,-,-,Campanian,-,-,Unknown,-,-800,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,42,P,Medium,10,42,-,-,-,-,-,-,-,-,-,-,-,-,-,no,Sections visible,-,-338,-300,Medium,-,-,-999,999,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-100,0,Medium,-,-,-,-,Forum 1stc,-,Temple 1stc BC,Theatre undated,Amphi Susp,Bas 1stc BC,-,-343,-290,-,-,-,CSS,-338,-337,C,-82,-80,-,-,-,ON,
Sulmo,Sulmona,,Y,Y,4,Y,13.925673,42.046817,415,certain,-,Colle Mitra,-,Unknown,-,-,Paelignian ,-,-,-,-,-350,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,interpreted,17,P,Medium,16,17,-,-,-,-,-,-,-,-,-,-,-,-,-,water and elevation combo,Suspected,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-75,-25,Medium,-,-,-,-,Forum suspected,-,-,Theatre Susp,Amphi Susp,-,-,-324,-303,-,-,-,M,-90,-89,-,-,-,-,-,-,ON,
Superaequum,Castelvecchio Subequo ,,Y,Y,4,Y,13.7287389,42.1258417,490,certain,-,-,-,-,-,-,Roman ,-,-,Paelignian ,CH,-50,500,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,unclear,17,E,Low,17,34.5,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum undated,-,Temple Aug,-,-,Bas Aug,-,-324,-303,-,-,-,M,-49,14,-,-,-,-,-,-,ON,
Surrentum,Sorrento,,Y,Y,1,Y,14.3716917,40.6262389,60,certain,-,-,-,-,Surrentum,suspected,Greek,Etruscan,-,Unknown,-,-550,500,High,-,-,-,-,-,-550,-325,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,24,P,Medium,22,29,-,-,-,-,-,-,-,-,-,-,-,-,-,slight elevation,Confirmed,-,-325,-250,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-325,-250,Medium,-,-,-,-,Forum suspected,-,TempleT 5thc BC,Theatre Aug,-,-,Bath Aug,-343,-290,-,-,-,M,-27,14,-,-,-,-,-,-,ON,
Sutrium,Sutri,,Y,Y,7,Y,12.220462,42.242794,291,certain,-,-,-,-,-,-,Latin,-,-,Etruscan,B,-700,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,8.5,P,Medium,7.5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-400,-300,Medium,-,-,-300,0,Medium,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,Amphi 1stc BC,-,Bath 2ndc AD,-483,-396,PR,-383,-383,M,-90,-89,C,-59,-33,-,-,-,NEAR,
Tadinae,Gualdo Tadino,Tadinum,Y,Y,6,Y,12.7601889,43.2198861,456,certain,-,Colle Mori,-,Sudden,-,-,Roman ,-,-,Umbrian ,-,-200,400,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unclear,10,P,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum undated,-,Temple 2ndc BC,-,-,-,Bath Aug,-308,-295,-,-,-,MP,-295,14,-,-,-,-,-,-,ON,
Tannetum ,Taneto,Tanetum,Y,Y,8,Y,10.4532444,44.763175,52,certain,-,-,-,-,-,-,Gallic,-,-,-,-,-300,500,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Low,200,300,Medium,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-268,-218,-,-,-,MP,-82,14,-,-,-,-,-,-,ON,
Tarentum ,Taranto,"Taras, Neptunia, Oebalia",Y,Y,2,N,17.240002,40.469235,30,certain,-,-,-,-,Tarentum,Good evidence,Greek,-,-,-,NB,-706,500,High,Co-existence,Low,-122,-90,High,-,-,-,-,-,-,-,-,-,High,-209,-209,-,NGF,partial,75,P,Medium,-,-,12.5,P,Medium,-,-,High,-25,0,High,High,-209,-200,Medium,water course,Sections visible,attached inner circuit,-575,-525,Medium,-,-,-475,-425,Medium,-,-,-300,-200,Unconfirmed,-,-,-,-,-,-,confirmed,-475,-425,High,Partly,-122,-100,High,Forum suspected,-,Temple 6thc BC,Theatre undated,Amphi Aug,-,-,-285,-272,-,-,-,C,-122,-122,M,-90,-89,-,-,-,ON,
Tarquinia ,Tarquinia ,Tarchna,Y,Y,7,Y,11.795556,42.262778,170,certain,-,-,-,-,Graviscae,Good evidence,Etruscan,-,-,-,-,-1000,500,High,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,GF,very clear,120,P,High,120,135,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-560,-540,High,-,-,-400,-300,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,suspected,-600,-550,Medium,-,-,-,-,Forum suspected,-,Temple 6thc BC,-,-,-,Bath 2ndc AD,-388,-280,-,-,-,M,-90,-89,-,-,-,-,-,-,ON,
Tarracina ,Terracina,"Anxur, Anxyr, Axur",Y,Y,1,Y,13.24885,41.291169,22,certain,-,-,-,-,Tarracina,Good evidence,Volscian,-,-,-,-,-600,500,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,9.3,P,Low,5,9.3,40,P,Low,-,-,High,-82,150,High,-,-,-,-,part elevation,Sections visible,-,-329,-300,Low,-400,-300,-82,-80,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,confirmed,-,-,-,-,-,-,-,Forum Aug,-,Temple 3rdc BC,Theatre 1stc BC,Amphi 2ndc AD,-,Bath 2ndc AD,-495,-303,RC,-329,-329,-,-,-,-,-,-,-,-,-,ON,
Taurianum  ,Taureana di Palmi,"Tauroentum, Tauriana",Y,Y,3,Y,15.871422,38.394393,75,certain,-,-,-,-,Taurianum,possible,Bruttian,-,-,-,B,-330,150,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unclear,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,part elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,good evidence,-200,-150,Medium,-,-,-,-,Forum suspected,-,Temple Aug,-,-,-,-,-285,-272,-,-,-,MP,-272,14,-,-,-,-,-,-,ON,
Teanum Apulum,San Paolo di Civitate ,Tiati,Y,Y,2,Y,15.242525,41.774275,190,certain,-,-,-,-,-,-,Samnite,-,-,Daunian,-,-900,400,Medium,-,-,-,-,-,-900,-300,-,-,-,-,-,-,-,-,-,-,-,GF,unclear,800,P,Low,-,-,50,P,Low,50,100,-,-,-,-,High,-300,-100,Medium,part elevation,Suspected,-,-,-,-,-,-,-75,-25,Medium,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,TempleT 6thc BC,-,-,-,-,-343,-290,-,-,-,F,-318,-318,M,-90,-89,-,-,-,ON,
Teanum Sidicinum,Teano,,Y,Y,1,Y,14.072625,41.248206,208,certain,-,-,-,-,-,-,Sidicinian,-,-,-,-,-600,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,partial,96,P,High,90,124,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-325,-275,Medium,-200,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-343,-100,Medium,-,-,-,-,Forum suspected,-,Temple 6thc BC,Theatre 1stc BC,Amphi 1stc BC,-,Bath undated,-341,-315,-,-,-,F,-343,-343,M,-90,-89,C,-27,14,ON,
Teate,Chieti,,Y,Y,4,Y,14.1651389,42.3480167,343,certain,-,-,-,-,-,-,Marrucinian,-,-,-,NI,-350,500,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unclear,20,P,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,Forum suspected,-,Temple 2ndc BC,Theatre 1st c AD,Amphi 1stc AD,-,Bath 1stc AD,-324,-304,-,-,-,F,-317,-317,M,-90,-89,-,-,-,ON,
Tegianum,Teggiano,,Y,Y,3,N,15.54158,40.380529,637,certain,-,-,-,-,-,-,Lucanian ,-,-,-,IA,-400,500,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unclear,17.7,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-400,-300,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,Temple 2ndc BC,Theatre Susp,-,-,-,-326,-272,-,-,-,M,-90,-89,C,54,68,-,-,-,ON,
Telamon,Talamonaccio (Talamone),,Y,Y,7,N,11.1690861,42.5525167,90,certain,Vulci,-,-,-,Telamon,possible,Etruscan,-,-,-,BIA,-350,-50,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unclear,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,water and elevation combo,Suspected,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,Temple 2ndc BC,-,-,-,-,-388,-280,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Telesia,Telese,,Y,Y,1,Y,14.503278,41.223736,68,certain,-,Monte Acero,-,Unknown,-,-,SamCau,-,-,-,-,-450,500,Medium,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,GF,very clear,18,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,Sections visible,-,-82,-80,Medium,-75,-25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-82,-80,Unconfirmed,-,-,-,-,Forum undated,-,-,Theatre 1stc BC,Amphi 1stc BC,Bas undated,Bath undated,-343,-290,-,-,-,C,-82,-80,C,-59,-33,-,-,-,ON,
Tempa San Nicola,Garaguso,,N,Y,3,N,16.2243722,40.5469972,471,certain,-,-,-,-,-,-,Lucanian ,-,-,-,A,-325,-250,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,partial,4.7,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Confirmed,-,-325,-300,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-326,-272,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Terina,San Eufemia Vetere,,Y,Y,3,N,16.2338389,38.9393361,32,certain,-,-,-,-,-,-,Bruttian,-,-,Greek,-,-350,-200,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unclear,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-350,-300,High,-,-,-,-,-,-,-,-,-,-,-,-285,-272,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Terravecchia di Sepino,Sepino,,N,Y,4,N,14.600275,41.413173,953,certain,-,-,Saepinum,Gradual,-,-,SamPen,-,-,-,-,-350,-50,Medium,-,-,-,-,-,-,-,-,-,-,-293,-215,-,-,-,-,-,-,GF,partial,12.1,E,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-350,-300,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Terventum,Trivento,,Y,Y,4,Y,14.5506361,41.7850028,604,certain,-,-,-,-,-,-,Roman ,-,-,SamPen,A,-50,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,interpreted,10,P,Medium,8,10,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Confirmed,-,-60,-40,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,Forum suspected,-,Temple undated,-,-,-,-,-343,-290,-,-,-,M,-49,-49,-,-,-,-,-,-,FAR,
Tibur,Tivoli,,Y,Y,4,Y,12.79818,41.963602,240,certain,-,-,-,-,-,-,Sabine,Latin,Etruscan,-,-,-900,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,very clear,17.5,P,Medium,-,-,45,P,Medium,-,-,High,-27,150,Medium,-,-,-,-,elevation,Sections visible,attached inner circuit,-400,-300,Medium,-,-,-130,-100,Medium,-,-,-,-,-,-,-,-,-,-,-,partly planned,-75,-25,Medium,-,-,-,-,Forum 1stc,-,Temple 2ndc BC,Theatre 2ndc BC,Amphi 2ndc AD,Bas undated,Bath undated,-500,-290,-,-,-,F,-493,-338,M,-90,-89,-,-,-,ON,
